Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Preço Venda Atacado;Quantidade Mínima Atacado;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;Modelo;Código Balança;Código Interno;Tags;Tipo;NCM;Origem;CEST;Categoria PDV;Botão PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preço De;Preço Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descrição do Produto;Garantia;Itens Inclusos;Especificações
"2000000000086";"Produto";"CAMISA FEMININA ROVITEX";31.90;65.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISA FEMININA ROVITEX";0.00;65.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000087";"Produto";"CASACO BORDADO ZIPER TIC TAC";29.92;60.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"";"Sim";0.000;2.000;"TIC TAC";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO BORDADO ZIPER TIC TAC";0.00;60.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000088";"Produto";"CASACO FEMININO COM CAPUZ BORDADO TIC TAC";33.95;35.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;2.000;"TIC TAC";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO FEMININO COM CAPUZ BORDADO TIC TAC";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000089";"Produto";"CASACO MASCULINO BRIM MUITO MAIS";79.90;140.00;0.00;0.00;"Unidade";"Não";"MASCULINO ADULTO";"";"Sim";0.000;0.000;"MUITO MAIS";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MASCULINO BRIM MUITO MAIS";0.00;140.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000090";"Produto";"CASACO MOLETON ROVITEX";38.00;65.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON ROVITEX";0.00;65.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000091";"Produto";"CASACO JUVENIL ROVITEX";39.90;79.90;0.00;0.00;"Unidade";"Não";"INFANTIL/ JUVENIL";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO JUVENIL ROVITEX";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000092";"Produto";"CASACO MOLETON FEMININO ONÇA ROVITEX";38.90;75.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON FEMININO ONÇA ROVITEX";0.00;75.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000093";"Produto";"CASACO SOBRETUDO FEMININO ROVITEX";64.90;110.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO SOBRETUDO FEMININO ROVITEX";0.00;110.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000094";"Produto";"CASACO MASCULINO SUETER ROVITEX";17.90;39.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MASCULINO SUETER ROVITEX";0.00;39.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000095";"Produto";"CONJ FEMININO SAI E BLUSA SUPLEX R.A";23.65;30.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"CONJ FEMININO SAI E BLUSA SUPLEX R.A";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000096";"Produto";"CONJUNTO LINGERIE R.A";11.52;25.00;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"";"Sim";0.000;3.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"CONJUNTO LINGERIE R.A";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000097";"Produto";"CONJ FEMININO SHORT E CROPET R.A";17.05;30.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"CONJ FEMININO SHORT E CROPET R.A";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000098";"Produto";"CUECA MASCULINA BOX";6.67;15.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"";"Sim";0.000;-8.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CUECA MASCULINA BOX";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000099";"Produto";"CUECA  ADULTO MASCULINA  SIMPLES R.A";3.27;8.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"";"Sim";0.000;19.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"CUECA  ADULTO MASCULINA  SIMPLES R.A";0.00;8.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000100";"Produto";"JAKETA FEMININA CORTA VENTO";18.00;35.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"JAKETA FEMININA CORTA VENTO";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000101";"Produto";"JAKETA FEMININA MOLETON TIC TAC";29.92;60.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"TIC TAC";"";"";"";"";"";"";"";"";"";"";"";"";"JAKETA FEMININA MOLETON TIC TAC";0.00;60.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000102";"Produto";"JAKETA FEMININA CORINO ROVITEX";43.90;89.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"JAKETA FEMININA CORINO ROVITEX";0.00;89.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000103";"Produto";"JARDINEIRA JEANS FEMININA NEKI";43.90;89.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;0.000;"NEKI";"";"";"";"";"";"";"";"";"";"";"";"";"JARDINEIRA JEANS FEMININA NEKI";0.00;89.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000104";"Produto";"LEG FEMININA DIVERSOS";11.60;25.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"LEG FEMININA DIVERSOS";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000105";"Produto";"LEG DELAFORETE";27.94;30.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"LEG DELAFORETE";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000106";"Produto";"LEG  ALGODAO ROVITEX";17.00;35.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"LEG  ALGODAO ROVITEX";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000107";"Produto";"LUVAS ADULTO";5.00;8.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"";"Sim";0.000;7.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"LUVAS ADULTO";0.00;8.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000108";"Produto";"MEIA DE BRAÇO";5.00;10.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"";"Sim";0.000;5.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MEIA DE BRAÇO";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000109";"Produto";"MEIA DE DEDO";4.16;8.00;0.00;0.00;"Unidade";"Não";"ADULTO";"";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MEIA DE DEDO";0.00;8.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000110";"Produto";"MEIA DE DEDO COM LUVA";7.00;15.00;0.00;0.00;"Unidade";"Sim";"INFANTIL/ JUVENIL";"";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MEIA DE DEDO COM LUVA";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000111";"Produto";"MEIAO DE FUTEBOL";4.08;10.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"";"Sim";0.000;5.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MEIAO DE FUTEBOL";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000112";"Produto";"MEIAS DIVERSAS";1.80;5.00;0.00;0.00;"Unidade";"Sim";"DIVERSOS";"DIVERSOS";"Sim";0.000;41.000;"BRAS SP";"";"";"";"";"";"";"";"";"";"";"";"";"MEIAS DIVERSAS";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000113";"Produto";"CAMISETA MASCULINA REGATA  ROVITEX";12.90;25.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"";"Sim";0.000;-1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETA MASCULINA REGATA  ROVITEX";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000114";"Produto";"PEÇAS DIVERSAS EM PROMOÇÃO";9.62;10.00;0.00;0.00;"Unidade";"Sim";"DIVERSOS";"";"Sim";0.000;-5.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PEÇAS DIVERSAS EM PROMOÇÃO";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000115";"Produto";"SHORT FEMININO DIVERSOS";8.77;15.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"";"Sim";0.000;21.000;"DIVERSOS";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO DIVERSOS";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000116";"Produto";"CAMISETA MASCULINA REGATA LA MANIA";23.13;45.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"";"Sim";0.000;0.000;"la mania";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETA MASCULINA REGATA LA MANIA";0.00;45.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000117";"Produto";"SHORT FEMININO SOCIAL LISTRA ROVITEX";35.90;70.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO SOCIAL LISTRA ROVITEX";0.00;70.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000118";"Produto";"CAMISETA MASCULINA TOP";17.00;35.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;2.000;"TOP DOZE";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETA MASCULINA TOP";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000119";"Produto";"SAIA EVANGELICA DIVERSAS";51.07;100.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;3.000;"DIVERSOS";"";"";"";"";"";"";"";"";"";"";"";"";"SAIA EVANGELICA DIVERSAS";0.00;100.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000120";"Produto";"SAIA LONGA JULIETE R A";25.88;49.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"SAIA LONGA JULIETE R A";0.00;49.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000121";"Produto";"SAIA LONGA ESTAMPADA ROVITEX";29.90;59.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;-1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"SAIA LONGA ESTAMPADA ROVITEX";0.00;59.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000122";"Produto";"SAIA MIDI ROVITEX";18.47;39.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"SAIA MIDI ROVITEX";0.00;39.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000123";"Produto";"SHORT FEMININO JEANS GODE R.A";32.80;59.90;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO JEANS GODE R.A";0.00;59.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000124";"Produto";"SHORT JEANS FEMININO LINCE";33.26;59.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"FORNRCEDOR VALDIR";"Sim";0.000;6.000;"LINCE";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT JEANS FEMININO LINCE";0.00;59.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000125";"Produto";"SHORTFEMININO JEANS LUNENDER";60.00;89.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;5.000;"LUNENDER";"";"";"";"";"";"";"";"";"";"";"";"";"SHORTFEMININO JEANS LUNENDER";0.00;89.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000126";"Produto";"SHORT FEMININO JEANS NEKI";50.16;89.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"NEKI";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO JEANS NEKI";0.00;89.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000127";"Produto";"SHORT FEMININO JEANS OMZ";39.98;79.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;11.000;"omz";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO JEANS OMZ";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000128";"Produto";"SHORT FEMININO TACTEL FLORAL";16.00;25.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO TACTEL FLORAL";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000129";"Produto";"SHORT FEMININO JEANS PLU SYS";40.00;79.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;-1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO JEANS PLU SYS";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000130";"Produto";"SHORT FEMININO JEANS MUITO MAIS";49.71;89.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;33.000;"MUITO MAIS";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO JEANS MUITO MAIS";0.00;89.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000131";"Produto";"SHORT FEMININO SUED ROVITEX";23.00;39.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO SUED ROVITEX";0.00;39.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000132";"Produto";"SUTIAN SEM BOJO  SH";15.00;25.00;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"SUTIENS";"Sim";0.000;3.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"SUTIAN SEM BOJO  SH";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000133";"Produto";"TANGAS ADULTO DIVERSAS";3.12;5.00;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"";"Sim";0.000;6.000;"DIVERSOS";"";"";"";"";"";"";"";"";"";"";"";"";"TANGAS ADULTO DIVERSAS";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000134";"Produto";"TOP MALHA R.A";7.70;15.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;4.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"TOP MALHA R.A";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000135";"Produto";"TOP SUPLEX";6.00;25.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TOP SUPLEX";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000136";"Produto";"TOP CANELADO R.A";11.83;25.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"TOP CANELADO R.A";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000137";"Produto";"TOUCAS DIVERSAS";6.66;10.00;0.00;0.00;"Unidade";"Sim";"DIVERSOS";"";"Sim";0.000;2.000;"DIVERSOS";"";"";"";"";"";"";"";"";"";"";"";"";"TOUCAS DIVERSAS";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000138";"Produto";"VESTIDO ALÇA  R.A";10.15;25.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;2.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"VESTIDO ALÇA  R.A";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000139";"Produto";"VESTIDO LONGO FLORAL TIC TAC";20.00;35.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"TIC TAC";"";"";"";"";"";"";"";"";"";"";"";"";"VESTIDO LONGO FLORAL TIC TAC";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000140";"Produto";"VESTIDO LEILA R.A";11.00;20.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"VESTIDO LEILA R.A";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000141";"Produto";"VESTIDO LISTRA R.A";25.16;35.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;0.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"VESTIDO LISTRA R.A";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000142";"Produto";"VESTIDO ONÇA ROVITEX";19.90;35.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"VESTIDO ONÇA ROVITEX";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000143";"Produto";"VESTIDO T SHIRT R.A";14.49;25.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"VESTIDO T SHIRT R.A";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000144";"Produto";"VESTIDO CREPE  ROVITEX";30.34;65.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;6.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"VESTIDO CREPE  ROVITEX";0.00;65.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000145";"Produto";"VESTIDO VISCOLYKRA ROVITEX";25.90;55.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"VESTIDO VISCOLYKRA ROVITEX";0.00;55.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000146";"Produto";"BLUSA PLU  SYS ALÇA ROVITEX";24.83;59.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;-2.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA PLU  SYS ALÇA ROVITEX";0.00;59.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000147";"Produto";"BLUSA BOJO VALDIR";13.00;25.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"VALDIR";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA BOJO VALDIR";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000148";"Produto";"BLUSA REGATA PLU SYS ROVITEX";17.90;35.00;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA REGATA PLU SYS ROVITEX";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000149";"Produto";"BLUSA PROMOÇÃO DIVERSAS";10.00;10.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;42.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA PROMOÇÃO DIVERSAS";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000150";"Produto";"BLUSA PLU SYS  MANGA ESTAMPA ROVITEX";37.11;75.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA PLU SYS  MANGA ESTAMPA ROVITEX";0.00;75.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000151";"Produto";"BLUSA VISCOSE ROVITEX";25.92;49.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;11.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA VISCOSE ROVITEX";0.00;49.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000152";"Produto";"SHORT FEMININO COLORS MUITO MAIS";47.71;100.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"";"Sim";0.000;-2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"SHORT FEMININO COLORS MUITO MAIS";0.00;100.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000153";"Produto";"TOALHA DE BANHO";12.00;25.00;0.00;0.00;"Unidade";"Sim";"ENXOVAL";"";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TOALHA DE BANHO";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000154";"Produto";"TOLHA DE BANHO JOGO";23.59;45.00;0.00;0.00;"Unidade";"Sim";"ENXOVAL";"ENXOVAL";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TOLHA DE BANHO JOGO";0.00;45.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000155";"Produto";"TOALHA DE BANHO INFANTIL";16.00;30.00;0.00;0.00;"Unidade";"Sim";"ENXOVAL";"ENXOVAL";"Sim";0.000;-1.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"TOALHA DE BANHO INFANTIL";0.00;30.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000156";"Produto";"PANO DE PRATO";2.00;5.00;0.00;0.00;"Unidade";"Não";"ENXOVAL";"ENXOVAL";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"PANO DE PRATO";0.00;5.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000157";"Produto";"BERMUDA INFANTIL MASCULINA FLORAL";13.00;20.00;0.00;0.00;"Unidade";"Não";"MASCULINO INFANTIL";"INFANTIL";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BERMUDA INFANTIL MASCULINA FLORAL";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000158";"Produto";"BERMUDA INFANTIL DIVERSAS";10.76;15.00;0.00;0.00;"Unidade";"Sim";"INFANTIL/ JUVENIL";"INFANTIL";"Sim";0.000;7.000;"DIVERSOS";"";"";"";"";"";"";"";"";"";"";"";"";"BERMUDA INFANTIL DIVERSAS";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000159";"Produto";"BLUSA INFANTIL POMPOM R.A";11.98;20.00;0.00;0.00;"Unidade";"Não";"FEMININO INFANTIL";"INFANTIL";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA INFANTIL POMPOM R.A";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000160";"Produto";"BLUSA INFANTIL R.A";6.40;15.00;0.00;0.00;"Unidade";"Sim";"FEMININO INFANTIL";"INFANTIL";"Sim";0.000;0.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA INFANTIL R.A";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000161";"Produto";"CALÇA BEBE ROVITEX";8.90;10.00;0.00;0.00;"Unidade";"Sim";"BEBE";"INFANTIL";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CALÇA BEBE ROVITEX";0.00;10.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000162";"Produto";"CALÇAS E CASACOS DE FRIO INFANTIL ANDERSON";11.59;20.00;0.00;0.00;"Unidade";"Sim";"INFANTIL/ JUVENIL";"INFANTIL";"Sim";0.000;3.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CALÇAS E CASACOS DE FRIO INFANTIL ANDERSON";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000163";"Produto";"CAMISETA INFANTIL R.A";9.70;20.00;0.00;0.00;"Unidade";"Sim";"MASCULINO INFANTIL";"INFANTIL";"Sim";0.000;1.000;"R.A";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETA INFANTIL R.A";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000164";"Produto";"CAMISETA INFANTIL DIVERSOS";7.00;15.00;0.00;0.00;"Unidade";"Sim";"MASCULINO INFANTIL";"INFANTIL";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETA INFANTIL DIVERSOS";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000165";"Produto";"CAMISETAS INFANTIL/JUVENIL PERSONAGENS";12.90;20.00;0.00;0.00;"Unidade";"Sim";"MASCULINO INFANTIL";"INFANTIL";"Sim";0.000;2.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETAS INFANTIL/JUVENIL PERSONAGENS";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000166";"Produto";"CASACO MOLETON INFANTIL";15.00;15.00;0.00;0.00;"Unidade";"Não";"MASCULINO INFANTIL";"INFANTIL";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON INFANTIL";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
